Feature ID,Category,Feature Name,Description,User Benefit,Location,Entry Point,Access Requirement,KYC Requirement,Financial Requirement,Observed Status,Availability,Platform,Business Rule,Fee,Limit,Evidence,Screenshot ID,Notes,Comparison Tag
"WG-SVC-001","خرید قسطی","صفحه عمومی خرید قسطی","خرید طلای آب‌شده با پرداخت ۳، ۶ و ۱۲ ماهه","ورود با قدرت خرید کمتر","/service/gold-installments","صفحه عمومی/هاب","احتمالاً ورود برای اقدام","احتمالاً لازم","اعتبار/اقساط","مشاهده‌شده","فعال","Web","خرید قسطی ۱۰ تا ۱۰۰ میلیون تومان در FAQ صفحه دیده شد","نامشخص","۱۰ تا ۱۰۰ میلیون تومان","صفحه عمومی خرید قسطی مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","فلو عملیاتی جداگانه در اپ هم مشاهده شد","Installment"
"WG-SVC-002","اعتبار/وام","صفحه عمومی وام طلا","وام با وثیقه طلا، بدون ضامن و چک","نقدینگی بدون فروش طلا","/service/instant-gold-loan","صفحه عمومی/هاب","احتمالاً ورود برای اقدام","احتمالاً لازم","وثیقه طلا","مشاهده‌شده","فعال","Web","تا ۷۰٪ ارزش طلا و بازپرداخت تا ۳۱ روز در صفحه دیده شد","کارمزد روزانه ذکر شد اما عدد در عمومی دیده نشد","تا ۷۰٪ ارزش طلا","صفحه عمومی وام طلا مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","در اپ، محاسبه‌گر عددی دیده شد","Credit"
"WG-APP-001","داشبورد","خانه اپ","نمایش موجودی طلا، قیمت، shortcut خرید/واریز و خدمات","کنترل سریع دارایی و ورود به کارها","/app","وب اپلیکیشن","نشست فعال","نامشخص","ندارد برای مشاهده","مشاهده‌شده","فعال","PWA","قیمت لحظه‌ای و میانبرها دیده شد","ندارد","نامشخص","خانه اپ در نشست لاگین‌شده مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","اسکرین‌شات پایدار نشد","Dashboard"
"WG-APP-002","کیف طلا","طلای در دسترس","Bottom sheet دارایی طلا با موجودی کل و طلای در دسترس","فهم سریع مالکیت طلا","/app","کلیک طلای در دسترس","نشست فعال","نامشخص","ندارد","مشاهده‌شده","فعال","PWA","موجودی طلا و ارزش تقریبی ریالی نمایش داده شد","ندارد","وابسته به موجودی","طلای در دسترس از داشبورد باز شد","wallgold-FL-WALLET-001-01-gold-accessible.png","صفحه مستقل کیف طلا دیده نشد","Wallet"
"WG-APP-003","کیف ریالی","موجودی تومان","موجودی ریالی از خرید/واریز و خرید طلا قابل استنباط است","فهم قدرت خرید ریالی","/app و /app/buy","داشبورد/خرید/واریز","نشست فعال","نامشخص","ندارد","استنباط‌شده","محدود","PWA","در خرید، همه موجودی ریالی صفر تومان دیده شد","ندارد","وابسته به موجودی","در فرم خرید و واریز دیده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","صفحه مستقل کیف ریالی پیدا نشد","Wallet"
"WG-APP-004","خرید/فروش","اسکلت خرید طلا","تب خرید، همه موجودی، مقدار گرم، صفحه‌کلید عددی و CTA خرید","شروع خرید طلا","/app/buy","Bottom nav sellAndBuy","نشست فعال","نامشخص","موجودی یا پرداخت","مشاهده‌شده","فعال","PWA","قیمت هر گرم و تبدیل مبلغ به گرم در فلو دیده می‌شود","نامشخص","وابسته به موجودی/حداقل‌ها","ساختار صفحه خرید مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","ثبت سفارش انجام نشد","Buy"
"WG-APP-005","خرید/فروش","فروش طلا","تب فروش، همه موجودی طلا، مقدار گرم و CTA فروش","نقد کردن دارایی طلا","/app/sell","تب فروش در خرید/فروش","نشست فعال","نامشخص","موجودی طلا","مشاهده‌شده","فعال اما ناتمام","PWA","موجودی طلا و قیمت هر گرم نمایش داده شد","نامشخص","وابسته به حداقل فروش","تب فروش مشاهده شد","wallgold-FL-BUYSELL-001-02-sell-entry.png","ثبت فروش انجام نشد","Sell"
"WG-APP-006","واریز","انتخاب روش واریز","سه روش درگاه آنلاین، واریز با شناسه و کارت به کارت","انتخاب روش شارژ مناسب","/app/deposit","خانه > واریز تومان","نشست فعال","نامشخص","روش پرداخت/حساب","مشاهده‌شده","فعال","PWA","درگاه تا ۴۰۰میلیون آنی؛ شناسه بدون محدودیت؛ کارت به کارت تا ۱۵میلیون در لیست","ندارد","درگاه ۴۰۰میلیون؛ کارت‌به‌کارت ۱۵میلیون در لیست","صفحه روش‌های واریز مشاهده شد","wallgold-FL-DEPOSIT-001-01-entry.png","در صفحه کارت‌به‌کارت سقف ۱۰میلیون آمده است","Deposit"
"WG-APP-007","واریز","درگاه آنلاین","فرم مبلغ، presetها، کارت‌های من، کارمزد بانکی و CTA تایید و واریز","شارژ سریع کیف پول","/app/deposit/direct","روش‌های واریز","نشست فعال و کارت ثبت‌شده","احتمالاً لازم","پرداخت بانکی","مشاهده‌شده","فعال اما ناتمام","PWA","placeholder مبلغ ۱۰,۰۰۰ تا ۴۰۰,۰۰۰,۰۰۰ تومان","کارمزد بانکی نمایش داده می‌شود اما عدد در حالت خالی نبود","۱۰,۰۰۰ تا ۴۰۰,۰۰۰,۰۰۰ تومان","فرم درگاه مشاهده شد","wallgold-FL-DEPOSIT-001-02-online-gateway.png","دکمه تایید و واریز زده نشد","Deposit"
"WG-APP-008","واریز","واریز با شناسه","نمایش مبداهای مجاز، شبا، شناسه و راهنمای پایا","شارژ بانکی قابل ردیابی","/app/deposit/with-id","روش‌های واریز","نشست فعال و حساب ثبت‌شده","احتمالاً لازم","حواله بانکی","مشاهده‌شده","فعال","PWA","واریز باید از حساب بانکی ثبت‌شده باشد؛ شناسه واریز الزامی است؛ شارژ طبق سیکل پایا","۰.۰۰۰۱ مبلغ در متن دیده شد","بدون محدودیت در لیست","صفحه واریز با شناسه مشاهده شد","wallgold-FL-DEPOSIT-002-01-tracking-id.png","کپی/افزودن کارت زده نشد","Deposit"
"WG-APP-009","واریز","کارت به کارت","راهنمای کارت‌به‌کارت با مبدا مجاز، کارت مقصد و زمان شارژ","شارژ از همراه‌بانک","/app/deposit/card-to-card","مسیر مستقیم/لیست واریز","نشست فعال و کارت ثبت‌شده","احتمالاً لازم","انتقال بانکی واقعی","مشاهده‌شده","فعال","PWA","واریز باید از حساب بانکی ثبت‌شده باشد؛ شارژ حداکثر تا ۱۰ دقیقه","نامشخص","در لیست ۱۵میلیون؛ در راهنما سقف ۱۰میلیون","صفحه کارت‌به‌کارت مشاهده شد","wallgold-FL-DEPOSIT-003-01-card-to-card.png","انتقال واقعی انجام نشد","Deposit"
"WG-APP-010","برداشت","برداشت از کیف پول","نمایش کارت‌های من، افزودن کارت جدید، زمان‌بندی واریز و CTA تایید و ادامه","خروج وجه از پلتفرم","/app/withdraw","مسیر مستقیم","نشست فعال و کارت ثبت‌شده","احتمالاً لازم","برداشت وجه","مشاهده‌شده","ناتمام","PWA","روزهای کاری ۱۵:۰۰ یا ۲۰:۰۰؛ تعطیل ۱۵:۰۰؛ ممکن است تا دو روز کاری طول بکشد","نامشخص","FAQ: ۵۰هزار تا ۱۰۰میلیون؛ اعلان: سقف برداشت تا ۲۰۰میلیون","فرم برداشت مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","طبق درخواست کاربر این فلو فعلاً skip شد؛ تایید و ادامه زده نشد","Withdraw"
"WG-APP-011","حساب بانکی","حساب‌های بانکی","صفحه حساب‌های بانکی با لینک افزودن حساب","مدیریت مبدا/مقصد بانکی","/app/bank-cards","پروفایل","نشست فعال","احتمالاً لازم","کارت/حساب بانکی","مشاهده‌شده","محدود","PWA","افزودن حساب بانکی مسیر جدا دارد","ندارد","نامشخص","صفحه حساب‌های بانکی مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","افزودن حساب باز نشد چون حساس است","Bank"
"WG-APP-012","تاریخچه","تب‌های تاریخچه","تب‌های خریدوفروش، واریز، برداشت، طلاساز، قسطی، اعتبارها، طلای فیزیکی، هدایا، انتقال و تضمین","پیگیری تراکنش‌ها و سفارش‌ها","/app/history","پروفایل/آیکن تاریخچه","نشست فعال","ندارد","ندارد","مشاهده‌شده","فعال","PWA","تب‌های تاریخچه بر اساس نوع جدا شده‌اند","ندارد","ندارد","تاریخچه مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","اسکرین‌شات پایدار نشد","History"
"WG-APP-013","رسید","جزئیات رسید فروش","رسید شامل مقدار، قیمت لحظه، نوع، مبلغ، زمان، کارمزد، وضعیت و شماره پیگیری","اعتماد و پیگیری مالی","/app/history","انتخاب تراکنش","نشست فعال و تراکنش موجود","ندارد","ندارد","مشاهده‌شده","فعال","PWA","وضعیت موفق و شماره پیگیری نمایش داده شد","نمونه کارمزد ۲۷,۷۱۲ تومان","وابسته به تراکنش","رسید فروش قبلی مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","تراکنش جدید ساخته نشد","Receipt"
"WG-APP-014","دریافت فیزیکی","دریافت فیزیکی طلا","نمایش موجودی، حداقل، گزینه‌های شمش و CTA تایید مقدار","تبدیل دارایی دیجیتال به فیزیکی","/app/physical-gold","خانه/هاب/لندینگ","نشست فعال","احتمالاً لازم","موجودی طلای کافی","مشاهده‌شده","فعال اما ناتمام","PWA","صفحه حداقل کافی نبودن برای کمتر از ۰.۲ گرم را نشان داد","هزینه ضرب/بسته‌بندی طبق FAQ وجود دارد اما عدد دیده نشد","صفحه: ۰.۲ گرم؛ FAQ: ۱ تا ۱۰ گرم","صفحه دریافت فیزیکی مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","تایید مقدار زده نشد","Physical Delivery"
"WG-APP-015","انتقال طلا","ارسال طلا","فرم آدرس حساب مقصد و پیام واریز ۷۲ ساعته","انتقال طلا به کاربر دیگر","/app/transfer","هاب > انتقال و دریافت","نشست فعال","احتمالاً لازم","آدرس مقصد و موجودی طلا","مشاهده‌شده","فعال اما ناتمام","PWA","انتقال طلا به دلایل امنیتی ۷۲ ساعت پس از ثبت به حساب مقصد واریز می‌شود","نامشخص","نامشخص","صفحه ارسال طلا مشاهده شد","wallgold-FL-TRANSFER-001-01-entry.png","ادامه زده نشد","Transfer"
"WG-APP-016","انتقال طلا","آدرس حساب من","نمایش آدرس حساب طلا و دکمه اشتراک‌گذاری","دریافت طلا از دیگران","/app/transfer","تب آدرس حساب من","نشست فعال","ندارد","ندارد","مشاهده‌شده","فعال","PWA","آدرس حساب طلا نمایش داده شد","ندارد","ندارد","تب آدرس حساب من مشاهده شد","wallgold-FL-TRANSFER-001-02-my-address.png","اشتراک‌گذاری زده نشد","Transfer"
"WG-APP-017","کارت هدیه","خانه کارت هدیه","نمایش ساخت کارت هدیه جدید، تاریخچه و دریافت هدیه","هدیه دادن طلا","/app/gift-card","هاب > کارت هدیه","نشست فعال","احتمالاً لازم","موجودی طلا","مشاهده‌شده","فعال","PWA","ساخت کارت هدیه و دریافت هدیه از صفحه قابل ورود است","نامشخص","نامشخص","صفحه کارت هدیه مشاهده شد","wallgold-FL-GIFTCARD-001-01-entry.png","دریافت هدیه/فعال‌سازی باز نشد","Gift Card"
"WG-APP-018","کارت هدیه","فرم ساخت کارت هدیه","انتخاب طرح، مقدار هدیه، نام فرستنده، گیرنده و متن هدیه","شخصی‌سازی هدیه طلا","/app/gift-card/select","ساخت کارت هدیه جدید","نشست فعال","احتمالاً لازم","موجودی طلا","مشاهده‌شده","ناتمام","PWA","حداکثر ۵۰ کاراکتر برای متن/نام دیده شد","نامشخص","وابسته به موجودی","فرم ساخت کارت هدیه مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","انتخاب طرح و ادامه زده نشد","Gift Card"
"WG-APP-019","دعوت دوستان","دعوت از دوستان","کد/لینک دعوت، مجموع پاداش‌ها و مراحل دریافت پاداش","رشد شبکه و پاداش طلا","/app/referral-code","پروفایل","نشست فعال","ندارد","ندارد","مشاهده‌شده","فعال","PWA","با ثبت‌نام و احراز هویت دوست، هر دو پاداش طلا می‌گیرند","ندارد","منو: ۲ سوت جایزه، ۱ سوت شما و ۱ سوت دوستتان","صفحه دعوت مشاهده شد","wallgold-FL-REFERRAL-001-01-entry.png","دکمه اشتراک‌گذاری زده نشد","Referral"
"WG-APP-020","پروفایل","منوی پروفایل","اطلاعات کاربر، دعوت، تاریخچه، حساب بانکی، رمز، مجوز، قوانین، FAQ، پشتیبانی","مدیریت حساب","/app/profile","آیکن پروفایل","نشست فعال","نامشخص","بسته به مسیر","مشاهده‌شده","فعال","PWA","خروج از حساب کاربری نیز نمایش داده شد","ندارد","نامشخص","منوی پروفایل مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","اطلاعات شخصی در تحلیل تکرار نمی‌شود","Profile"
"WG-APP-021","پروفایل","مشخصات کاربری","نمایش نام، نام‌خانوادگی، تاریخ تولد، کد ملی و شماره ماسک‌شده","اطمینان از وضعیت هویتی","/app/profile/user-info","پروفایل","نشست فعال","انجام‌شده برای حساب فعلی","ندارد","مشاهده‌شده","فعال","PWA","کد ملی و شماره تلفن ماسک‌شده نمایش داده شد","ندارد","ندارد","مشخصات کاربری مشاهده شد","wallgold-FL-PROFILE-001-02-user-info.png","جزئیات شخصی در گزارش خلاصه تکرار نشده","KYC/Profile"
"WG-APP-022","امنیت","تغییر رمزعبور","فرم رمز فعلی و رمز جدید با اعتبارسنجی قواعد رمز","مدیریت امنیت حساب","/app/reset-password","پروفایل","نشست فعال","نامشخص","ندارد","مشاهده‌شده","فعال اما ناتمام","PWA","رمز جدید باید ۸ کاراکتر، حرف کوچک، حرف بزرگ و رقم داشته باشد","ندارد","ندارد","فرم تغییر رمز مشاهده شد","wallgold-FL-SECURITY-001-01-reset-password.png","ثبت رمزعبور زده نشد","Security"
"WG-APP-023","اعلان‌ها","مرکز پیام‌ها","تب‌های همه، خوانده‌نشده، فعالیت‌ها و رویدادها با پیام‌های محصولی","اطلاع از تغییر سقف‌ها و رویدادها","/app/notification-center","آیکن اعلان داشبورد","نشست فعال","ندارد","ندارد","مشاهده‌شده","فعال","PWA","اعلان‌های افزایش سقف برداشت، اعتبار فوری و واریز درگاه دیده شد","ندارد","برداشت ۱۵۰/۲۰۰میلیون، اعتبار فوری ۱۵۰میلیون، واریز درگاه ۴۰۰میلیون در اعلان‌ها","مرکز پیام‌ها مشاهده شد","wallgold-FL-NOTIF-001-01-notification-center.png","مسیر /app/notifications اشتباه و 404 بود","Notifications"
"WG-APP-024","قوانین","قوانین داخل اپ","دسته‌های قوانین شامل وال‌گلد، قسطی، اعتبار، طلاساز، های‌بانک، تارا، بانک گردشگری، تضمین قیمت و وال‌گلد کارت","دسترسی به قوانین سرویس‌ها","/app/terms-and-conditions","پروفایل","نشست فعال/عمومی","ندارد","ندارد","مشاهده‌شده","فعال","PWA","۹ دسته قوانین دیده شد","نامشخص","نامشخص","صفحه قوانین داخل اپ مشاهده شد","wallgold-FL-LEGAL-001-01-app-terms.png","جزئیات دسته‌ها باز نشد","Legal"
"WG-APP-025","خرید قسطی","محاسبه‌گر خرید قسطی","مبلغ خرید، طلای دریافتی، دوره ۳/۶/۱۲ ماهه، مبلغ قسط و مجموع قسط‌ها","خرید امروز، پرداخت آینده","/app/loan/new","هاب/میانبر خرید قسطی","نشست فعال","احتمالاً لازم","اعتبار/اقساط","مشاهده‌شده","فعال اما ناتمام","PWA","پرداخت اقساط با قیمت روز خرید؛ سقف ۱۰۰ میلیون","نامشخص","۱۰ تا ۱۰۰ میلیون در FAQ","صفحه قسطی مشاهده شد","wallgold-FL-INSTALLMENT-001-01-entry.png","CTA نهایی زده نشد","Installment"
"WG-APP-026","اعتبار فوری","محاسبه‌گر اعتبار فوری","مبلغ اعتبار، وثیقه طلا، مهلت بازپرداخت، کارمزد روزانه، هزینه خدمات و بازپرداخت","نقدینگی بدون فروش طلا","/app/instant-loan","هاب/میانبر اعتبار فوری","نشست فعال","احتمالاً لازم","وثیقه طلا","مشاهده‌شده","فعال اما ناتمام","PWA","تا ۷۰٪ ارزش طلای وثیقه؛ تا ۳۰ روز فرصت بازپرداخت در اپ","کارمزد روزانه و هزینه خدمات روزانه نمایش داده شد","FAQ: ۵ تا ۱۰۰ میلیون","محاسبه‌گر اعتبار مشاهده شد","wallgold-FL-CREDIT-001-01-instant-loan.png","دریافت اعتبار زده نشد","Credit"
"WG-APP-027","طلاساز","سرمایه‌گذاری طلا","ورود مقدار طلا، انتخاب دوره ۳/۶/۱۲/۱۸ ماهه و بازدهی","کسب درآمد طلایی از دارایی","/app/staking/new","هاب > طلاساز","نشست فعال","احتمالاً لازم","موجودی طلا","مشاهده‌شده","فعال اما ناتمام","PWA","بازدهی‌ها: ۳ ماهه ۱.۵٪، ۶ ماهه ۴٪، ۱۲ ماهه ۱۲٪، ۱۸ ماهه ۱۸٪","نامشخص","وابسته به حداقل طلا؛ مقدار دقیق در FAQ باز نشد","صفحه طلاساز مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","تایید و ادامه زده نشد","Staking"
"WG-APP-028","های‌بانک","اعتبار بانکی های‌بانک","فرایند ۶ مرحله‌ای شامل استعلام، میزان اعتبار، وثیقه، هزینه خدمات، افتتاح حساب و امضای دیجیتال","اعتبار بانکی بدون فروش طلا","/app/instant-credits/hibank","هاب > وام های‌بانک","نشست فعال","احتمالاً لازم","وثیقه طلا و استعلام بانکی","مشاهده‌شده","فعال اما ناتمام","PWA","تا ۵۰ میلیون، بازپرداخت ۱۲ ماهه، بدون ضامن/چک/سفته در صفحه دیده شد","هزینه خدمات دارد اما عدد دیده نشد","تا ۵۰ میلیون","صفحه های‌بانک مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","دریافت استعلام زده نشد","Credit"
"WG-APP-029","تارا","اعتبار خرید کالا تارا","onboarding اعتبار خرید کالا با وثیقه طلا","خرید کالا بدون فروش طلا","/app/instant-loan/tara/on-boarding","هاب > اعتبار خرید کالا","نشست فعال","احتمالاً لازم","وثیقه طلا","مشاهده‌شده","فعال اما ناتمام","PWA","تا ۷۰٪ ارزش طلا، بدون چک/سود/ضامن در متن دیده شد","نامشخص","تا ۷۰٪ ارزش طلا","onboarding تارا مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","بعدی زده نشد","Credit/Tara"
"WG-APP-030","سفارش دلخواه","سفارش با قیمت دلخواه","لیست سفارش‌ها، ثبت سفارش جدید، تاریخچه و FAQ","معامله خودکار در قیمت هدف","/app/limit-order","هاب > سفارش دلخواه","نشست فعال","احتمالاً لازم","موجودی ریالی/طلا","مشاهده‌شده","فعال","PWA","قیمت هدف و مقدار معامله برای اجرای خودکار تعریف می‌شود","کارمزد فرم خرید: ۱٪","مدت اعتبار سفارش ۳۰ روز","صفحه و فرم سفارش دلخواه مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","ثبت سفارش خرید زده نشد","Limit Order"
"WG-APP-031","تضمین قیمت","تضمین طلا","onboarding محافظت از افت قیمت طلا تا سررسید با پرداخت هزینه فعال‌سازی","کاهش ریسک افت قیمت","/app/insurance/on-boarding","هاب > تضمین طلا","نشست فعال","احتمالاً لازم","پرداخت هزینه فعال‌سازی","مشاهده‌شده","فعال اما ناتمام","PWA","اگر قیمت بازار در روز سررسید افت کند، خسارت کاهش قیمت برگردانده می‌شود","هزینه فعال‌سازی دارد اما عدد دیده نشد","وابسته به طرح","onboarding تضمین قیمت مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","بعدی زده نشد","Insurance"
"WG-APP-032","پس‌انداز","پس‌انداز طلا","معرفی یادآوری ماهانه برای پس‌انداز طلا","ساخت عادت سرمایه‌گذاری","/app/saving","هاب > پس‌انداز","نشست فعال","احتمالاً لازم","تنظیم پس‌انداز","مشاهده‌شده","فعال اما ناتمام","PWA","هر ماه یادآوری برای پس‌انداز طلا معرفی شده است","نامشخص","نامشخص","صفحه پس‌انداز مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","شروع زده نشد","Saving"
"WG-APP-033","کمپین","انجمن اشباح","Landing مسابقه با پیش‌بینی و جایزه طلا","Engagement و جذب کاربر","/landing/ghosts","هاب > انجمن اشباح","شماره موبایل/حساب برای شرکت","ندارد","ثبت حدس","مشاهده‌شده","فعال","Web","برای شرکت شماره موبایل حساب وال‌گلد لازم است","ندارد","جایزه وابسته به برنامه","صفحه کمپین مشاهده شد","شواهد متنی مستقیم، اسکرین‌شات قابل استفاده ندارد","حدس ثبت نشد","Campaign"
"WG-AUTH-001","ورود","ورود به وال‌گلد","فرم ورود قبل از OTP در نشست قبلی دیده نشد، سپس کاربر وارد شد","دسترسی به حساب","/app/login","ناوبری عمومی","شماره موبایل/OTP","نامشخص","ندارد تا قبل از OTP","قابل‌دسترسی‌نبود","نامشخص","PWA","پس از ورود، مسیرهای پنل قابل بررسی شدند","ندارد","نامشخص","فرم login خام در تحقیق قابل مشاهده نبود","","ورود توسط کاربر انجام شد","Auth"
"WG-PUB-009","راهنما","صفحه راهنمای مستقل","صفحه‌ای با عنوان مستقل راهنما در ناوبری عمومی دیده نشد","یافتن آموزش محصول","نامشخص","نامشخص","ندارد","ندارد","ندارد","یافت‌نشد","نامشخص","Web/PWA","FAQ، ابزارها و بلاگ نقش راهنمایی دارند","ندارد","ندارد","در لینک‌های عمومی راهنما دیده نشد","","این یافته به مشاهده مرحله ۲ محدود است","Help"
